Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,P03911,P03911,-2.055547544,2.055547544,2.18E-05,7.09E-06,16,P03911,Mtnd4,NADH-ubiquinone oxidoreductase chain 4,NU4M_MOUSE,3,-75.94427049,0.240557295,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane",NADH dehydrogenase (ubiquinone) activity,"response to hypoxia,in utero embryonic development,mitochondrial electron transport, NADH to ubiquinone,aging,cerebellum development,response to nicotine,response to ethanol"
Injured / Non-injured,D3Z158;Q8BML9,D3Z158;Q8BML9,0.739875027,0.739875027,2.19E-05,7.10E-06,16,D3Z158;Q8BML9,Qars,Protein Qars;Glutaminyl-tRNA synthetase,D3Z158_MOUSE;Q8BML9_MOUSE,17,67.00311671,1.670031167,Injured,Non-injured,";cytosol,aminoacyl-tRNA synthetase multienzyme complex",";RNA binding,glutamine-tRNA ligase activity,protein kinase inhibitor activity,ATP binding,protein kinase binding",";glutaminyl-tRNA aminoacylation,negative regulation of protein kinase activity,brain development,negative regulation of stress-activated MAPK cascade,negative regulation of apoptotic process,negative regulation of transcription, DNA-templated,negative regulation of apoptotic signaling pathway"
Injured / Non-injured,Q91WU0,Q91WU0,-0.985711346,0.985711346,2.21E-05,7.17E-06,16,Q91WU0,Ces1f,Carboxylesterase 1F,CES1F_MOUSE,33,-49.50233259,0.504976674,Injured,Non-injured,"endoplasmic reticulum,lipid particle,cytosol",carboxylic ester hydrolase activity,short-chain fatty acid catabolic process
Injured / Non-injured,Q8BGQ7,Q8BGQ7,0.965387597,0.965387597,2.22E-05,7.19E-06,16,Q8BGQ7,Aars,"Alanine--tRNA ligase, cytoplasmic",SYAC_MOUSE,27,95.25880374,1.952588037,Injured,Non-injured,"cytosol,membrane,extracellular exosome,mitochondrion","tRNA binding,aminoacyl-tRNA editing activity,alanine-tRNA ligase activity,protein binding,ATP binding,amino acid binding,metal ion binding","tRNA modification,alanyl-tRNA aminoacylation,regulation of translational fidelity,cerebellar Purkinje cell layer development,negative regulation of neuron apoptotic process,neuromuscular process controlling balance,neuromuscular process"
Injured / Non-injured,A0A0R4J1N9;P40630;P40630-2,A0A0R4J1N9;P40630;P40630-2,-1.661092606,1.661092606,2.24E-05,7.23E-06,16,A0A0R4J1N9;P40630;P40630-2,Tfam,"Transcription factor A, mitochondrial;Transcription factor A, mitochondrial;Isoform Nuclear of Transcription factor A, mitochondrial",A0A0R4J1N9_MOUSE;TFAM_MOUSE;TFAM_MOUSE,6,-68.38004117,0.316199588,Injured,Non-injured,";nucleus,transcription factor complex,mitochondrion,mitochondrial nucleoid;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcription coactivator binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,RNA binding,DNA binding, bending,heat shock protein binding,mitochondrial light strand promoter sense binding;",";transcription from mitochondrial promoter,transcription initiation from mitochondrial promoter,mitochondrial respiratory chain complex assembly,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter;"
Injured / Non-injured,Q9Z1F9,Q9Z1F9,1.492247546,1.492247546,2.25E-05,7.26E-06,16,Q9Z1F9,Uba2,SUMO-activating enzyme subunit 2,SAE2_MOUSE,9,181.3269076,2.813269076,Injured,Non-injured,"nucleoplasm,cytoplasm,SUMO activating enzyme complex","magnesium ion binding,protein binding,ATP binding,transcription factor binding,SUMO activating enzyme activity,SUMO binding,small protein activating enzyme binding,ubiquitin-like protein conjugating enzyme binding,protein heterodimerization activity",protein sumoylation
Injured / Non-injured,P40124,P40124,1.4330573,1.4330573,2.25E-05,7.26E-06,16,P40124,Cap1,Adenylyl cyclase-associated protein 1,CAP1_MOUSE,24,170.0183213,2.700183213,Injured,Non-injured,"extracellular region,extracellular space,cytoplasm,cytosol,plasma membrane,focal adhesion,cortical actin cytoskeleton,extracellular exosome","actin binding,protein binding,adenylate cyclase binding","cell morphogenesis,ameboidal-type cell migration,platelet degranulation,receptor-mediated endocytosis,establishment or maintenance of cell polarity,signal transduction,actin polymerization or depolymerization,actin cytoskeleton organization,regulation of adenylate cyclase activity"
Injured / Non-injured,Q9JIF7,Q9JIF7,0.644276386,0.644276386,2.25E-05,7.27E-06,16,Q9JIF7,Copb1,Coatomer subunit beta,COPB_MOUSE,25,56.29551566,1.562955157,Injured,Non-injured,"Golgi membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,cytosol,plasma membrane,membrane,COPI vesicle coat,COPI-coated vesicle,intracellular membrane-bounded organelle",structural molecule activity,"intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,intra-Golgi vesicle-mediated transport"
Injured / Non-injured,O35744,O35744,2.07361682,2.07361682,2.29E-05,7.38E-06,16,O35744,Chil3,Chitinase-like protein 3,CHIL3_MOUSE,15,320.9406452,4.209406452,Injured,Non-injured,"extracellular region,nuclear envelope,cytoplasm,cytoplasmic vesicle,rough endoplasmic reticulum lumen","beta-N-acetylhexosaminidase activity,chitin binding,carbohydrate binding,Requires Ontology,chitinase activity","polysaccharide catabolic process,chitin catabolic process,inflammatory response"
Injured / Non-injured,P07901,P07901,0.311985005,0.311985005,2.33E-05,7.51E-06,16,P07901,Hsp90aa1,Heat shock protein HSP 90-alpha,HS90A_MOUSE,26,24.14145889,1.241414589,Injured,Non-injured,"intracellular,nucleus,cytoplasm,cytosol,membrane,ruffle membrane,melanosome,myelin sheath,protein complex,extracellular exosome","RNA binding,protein tyrosine kinase activity,protein binding,ATP binding,ATPase activity,MHC class II protein complex binding,nitric-oxide synthase regulator activity,TPR domain binding,identical protein binding,protein homodimerization activity,histone deacetylase binding,GTPase binding,unfolded protein binding,DNA polymerase binding,disordered domain specific binding,protein tyrosine kinase binding","nitric oxide biosynthetic process,response to unfolded protein,telomere maintenance via telomerase,response to heat,response to cold,peptidyl-tyrosine phosphorylation,regulation of protein ubiquitination,protein refolding,protein import into mitochondrial outer membrane,positive regulation of nitric oxide biosynthetic process,positive regulation of cytotoxic T cell differentiation,response to antibiotic,protein stabilization,chaperone-mediated protein complex assembly,positive regulation of telomerase activity,telomerase holoenzyme complex assembly"
Injured / Non-injured,Q8BJ71,Q8BJ71,0.942471623,0.942471623,2.34E-05,7.51E-06,16,Q8BJ71,Nup93,Nuclear pore complex protein Nup93,NUP93_MOUSE,9,92.18178754,1.921817875,Injured,Non-injured,"nuclear envelope,nuclear pore,membrane,nuclear membrane,nuclear periphery",structural constituent of nuclear pore,"nuclear envelope organization,poly(A)+ mRNA export from nucleus,nuclear pore complex assembly,positive regulation of SMAD protein import into nucleus,SMAD protein signal transduction,renal system development,glomerular visceral epithelial cell development,glomerular visceral epithelial cell migration,negative regulation of hydrogen peroxide-induced cell death"
Injured / Non-injured,D3YW86;D3Z0V7;E9QLZ1;H3BLI9;P62500;P62500-2;P62500-3,D3YW86;D3Z0V7;E9QLZ1;H3BLI9;P62500;P62500-2;P62500-3,3.952519542,3.952519542,2.34E-05,7.53E-06,16,D3YW86;D3Z0V7;E9QLZ1;H3BLI9;P62500;P62500-2;P62500-3,Tsc22d1,TSC22 domain family protein 1;TSC22 domain family protein 1;TSC22 domain family protein 1;TSC22 domain family protein 1;TSC22 domain family protein 1;Isoform 2 of TSC22 domain family protein 1;Isoform 3 of TSC22 domain family protein 1,D3YW86_MOUSE;D3Z0V7_MOUSE;E9QLZ1_MOUSE;H3BLI9_MOUSE;T22D1_MOUSE;T22D1_MOUSE;T22D1_MOUSE,3,1448.199563,15.48199563,Injured,Non-injured,";;;;nucleus,cytoplasm;;",";;;;transcription factor activity, sequence-specific DNA binding,protein binding;;",";;;;transcription, DNA-templated,regulation of transcription, DNA-templated,positive regulation of cell proliferation,positive regulation of apoptotic process,negative regulation of apoptotic process;;"
Injured / Non-injured,Q99PV0,Q99PV0,0.819845613,0.819845613,2.36E-05,7.57E-06,16,Q99PV0,Prpf8,Pre-mRNA-processing-splicing factor 8,PRP8_MOUSE,27,76.5217081,1.765217081,Injured,Non-injured,"nucleus,U5 snRNP,membrane,nuclear speck,U4/U6 x U5 tri-snRNP complex,catalytic step 2 spliceosome","second spliceosomal transesterification activity,RNA binding,U6 snRNA binding,U1 snRNA binding,U2 snRNA binding,U5 snRNA binding,K63-linked polyubiquitin binding,pre-mRNA intronic binding","spliceosomal tri-snRNP complex assembly,mRNA splicing, via spliceosome,cellular response to lipopolysaccharide,cellular response to tumor necrosis factor"
Injured / Non-injured,Q3TKD0;Q8BFY9;Q8BFY9-2,Q3TKD0;Q8BFY9;Q8BFY9-2,1.125942936,1.125942936,2.38E-05,7.62E-06,16,Q3TKD0;Q8BFY9;Q8BFY9-2,Tnpo1,Transportin-1 (Fragment);Transportin-1;Isoform 2 of Transportin-1,Q3TKD0_MOUSE;TNPO1_MOUSE;TNPO1_MOUSE,10,118.2441428,2.182441428,Injured,Non-injured,";cytoplasm,nuclear membrane,nuclear periphery,extracellular exosome;",";RNA binding,protein binding,nuclear localization sequence binding,Ran GTPase binding,protein transporter activity;",";protein import into nucleus, translocation,NLS-bearing protein import into nucleus,ribosomal protein import into nucleus;"
Injured / Non-injured,E9Q1G8;E9Q9F5;O55131,E9Q1G8;E9Q9F5;O55131,0.983936604,0.983936604,2.39E-05,7.64E-06,16,E9Q1G8;E9Q9F5;O55131,7-Sep,Septin-7,E9Q1G8_MOUSE;E9Q9F5_MOUSE;SEPT7_MOUSE,15,97.78549181,1.977854918,Injured,Non-injured,";;condensed chromosome kinetochore,stress fiber,nucleus,spindle,axoneme,cell cortex,septin ring,actin cytoskeleton,microtubule cytoskeleton,midbody,septin complex,cleavage furrow,septin cytoskeleton,septin filament array,neuron projection,myelin sheath,protein complex,axon terminus,cell body,synapse,extracellular exosome,sperm annulus,Requires Ontology,apical plasma membrane",";;protein binding,GTP binding,identical protein binding,cadherin binding,protein heterodimerization activity",";;mitotic cytokinesis,spermatogenesis,regulation of embryonic cell shape,cortical cytoskeleton organization,pseudopodium retraction,collateral sprouting,protein heterooligomerization,cilium morphogenesis,dendritic spine morphogenesis,positive regulation of nonmotile primary cilium assembly"
Injured / Non-injured,P70290,P70290,-0.652697857,0.652697857,2.39E-05,7.64E-06,16,P70290,Mpp1,55 kDa erythrocyte membrane protein,EM55_MOUSE,15,-36.39102945,0.636089706,Injured,Non-injured,"intracellular,membrane,cortical cytoskeleton,stereocilium",protein binding,regulation of neutrophil chemotaxis
Injured / Non-injured,Q8VEA4,Q8VEA4,-1.067756869,1.067756869,2.42E-05,7.73E-06,16,Q8VEA4,Chchd4,Mitochondrial intermembrane space import and assembly protein 40,MIA40_MOUSE,4,-52.29398348,0.477060165,Injured,Non-injured,"mitochondrion,mitochondrial intermembrane space","protein binding,protein disulfide oxidoreductase activity","protein maturation by protein folding,cellular response to oxidative stress,mitochondrial DNA repair,protein import into mitochondrial intermembrane space,regulation of protein export from nucleus,'de novo' posttranslational protein folding,oxidation-reduction process,establishment of protein localization to mitochondrion,positive regulation of cellular respiration,cellular response to leukemia inhibitory factor"
Injured / Non-injured,Q6P069;Q6P069-2,Q6P069;Q6P069-2,0.638020764,0.638020764,2.44E-05,7.77E-06,16,Q6P069;Q6P069-2,Sri,Sorcin;Isoform 2 of Sorcin,SORCN_MOUSE,10,55.61927504,1.55619275,Injured,Non-injured,"intracellular,nucleoplasm,mitochondrion,endoplasmic reticulum membrane,smooth endoplasmic reticulum,cytosol,plasma membrane,membrane,Z disc,T-tubule,axon,vesicle,sarcoplasmic reticulum membrane,axon terminus,dendritic spine neck,extracellular exosome,chromaffin granule membrane;","protease binding,calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding,identical protein binding,protein heterodimerization activity,repressing transcription factor binding;","proteolysis,calcium ion transport,heart development,negative regulation of heart rate,positive regulation of insulin secretion involved in cellular response to glucose stimulus,cytoplasmic sequestering of transcription factor,positive regulation of release of sequestered calcium ion into cytosol,regulation of calcium ion transport,negative regulation of cardiac muscle contraction,negative regulation of ryanodine-sensitive calcium-release channel activity,regulation of cardiac muscle cell contraction,regulation of relaxation of muscle,regulation of high voltage-gated calcium channel activity,regulation of cell communication by electrical coupling involved in cardiac conduction,negative regulation of transcription regulatory region DNA binding;"
Injured / Non-injured,O08529,O08529,1.339347508,1.339347508,2.45E-05,7.82E-06,16,O08529,Capn2,Calpain-2 catalytic subunit,CAN2_MOUSE,23,153.0368511,2.530368511,Injured,Non-injured,"chromatin,nucleus,cytoplasm,lysosome,endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,focal adhesion,dendrite,pseudopodium,membrane raft,extracellular exosome,perinuclear endoplasmic reticulum","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,cytoskeletal protein binding,peptidase activity,protein heterodimerization activity","response to hypoxia,blastocyst development,proteolysis,myoblast fusion,protein autoprocessing,regulation of cytoskeleton organization,proteolysis involved in cellular protein catabolic process,cellular response to amino acid stimulus"
Injured / Non-injured,P61161,P61161,1.082714315,1.082714315,2.47E-05,7.87E-06,16,P61161,Actr2,Actin-related protein 2,ARP2_MOUSE,14,111.8017215,2.118017215,Injured,Non-injured,"cytoplasm,cytosol,Arp2/3 protein complex,focal adhesion,cell cortex,postsynaptic density,membrane,lamellipodium,actin cap,Requires Ontology,extracellular exosome,invadopodium","structural constituent of cytoskeleton,ATP binding,actin filament binding","establishment or maintenance of cell polarity,associative learning,asymmetric cell division,meiotic chromosome movement towards spindle pole,cytosolic transport,actin cytoskeleton organization,meiotic cytokinesis,Arp2/3 complex-mediated actin nucleation,response to immobilization stress,cellular response to trichostatin A,response to ethanol,meiotic cell cycle,spindle localization,cilium morphogenesis,positive regulation of dendritic spine morphogenesis"
Injured / Non-injured,P63325,P63325,0.763378525,0.763378525,2.50E-05,7.94E-06,16,P63325,Rps10,40S ribosomal protein S10,RS10_MOUSE,7,69.74611143,1.697461114,Injured,Non-injured,"nucleolus,cytosol,focal adhesion,membrane,cytosolic small ribosomal subunit,extracellular matrix,extracellular exosome","tRNA binding,RNA binding,structural constituent of ribosome",ribosomal small subunit assembly
Injured / Non-injured,A3KFU5;A3KFU8;D3Z5M2;Q6PHQ9;Q91YZ8,A3KFU5;A3KFU8;D3Z5M2;Q6PHQ9;Q91YZ8,0.921064091,0.921064091,2.51E-05,7.97E-06,16,A3KFU5;A3KFU8;D3Z5M2;Q6PHQ9;Q91YZ8,Pabpc4;Pabpc4;Gm10110;Pabpc4;Pabpc4,Polyadenylate-binding protein,A3KFU5_MOUSE;A3KFU8_MOUSE;D3Z5M2_MOUSE;Q6PHQ9_MOUSE;Q91YZ8_MOUSE,10,89.35113792,1.893511379,Injured,Non-injured,";;cellular_component,cytoplasm;nucleus,cytoplasm,cytosol,cytoplasmic stress granule,intracellular ribonucleoprotein complex;",";;molecular_function,RNA binding;RNA binding,mRNA binding,poly(A) binding,poly(U) RNA binding,poly(C) RNA binding;",";;biological_process;regulation of mRNA stability,myeloid cell development;"
Injured / Non-injured,Q8BHE8,Q8BHE8,-1.281465815,1.281465815,2.52E-05,7.98E-06,16,Q8BHE8,Maip1,"m-AAA protease-interacting protein 1, mitochondrial",MAIP1_MOUSE,2,-58.86226737,0.411377326,Injured,Non-injured,"mitochondrial inner membrane,mitochondrial matrix",ribosome binding,"inner mitochondrial membrane organization,protein insertion into mitochondrial membrane from inner side,calcium ion transmembrane import into mitochondrion,protein insertion into mitochondrial membrane,mitochondrial calcium ion homeostasis,mitochondrial respiratory chain complex III biogenesis,mitochondrial respiratory chain complex IV biogenesis"
Injured / Non-injured,Q8BVI4,Q8BVI4,-1.159407133,1.159407133,2.52E-05,7.98E-06,16,Q8BVI4,Qdpr,Dihydropteridine reductase,DHPR_MOUSE,14,-55.2303524,0.447696476,Injured,Non-injured,"cytoplasm,mitochondrion,cytosol,neuron projection,extracellular exosome","6,7-dihydropteridine reductase activity,protein homodimerization activity,NADPH binding,NADH binding","liver development,L-phenylalanine catabolic process,tetrahydrobiopterin biosynthetic process,response to aluminum ion,response to lead ion,response to glucagon,cellular response to drug,oxidation-reduction process"
Injured / Non-injured,Q923I7,Q923I7,-0.853246695,0.853246695,2.52E-05,7.98E-06,16,Q923I7,Slc5a2,Sodium/glucose cotransporter 2,SC5A2_MOUSE,10,-44.64623685,0.553537632,Injured,Non-injured,"integral component of plasma membrane,extracellular exosome","glucose:sodium symporter activity,protein binding","sodium ion transport,glucose transmembrane transport"
Injured / Non-injured,Q9R1P4,Q9R1P4,0.858591671,0.858591671,2.52E-05,7.98E-06,16,Q9R1P4,Psma1,Proteasome subunit alpha type-1,PSA1_MOUSE,13,81.32673722,1.813267372,Injured,Non-injured,"proteasome complex,nucleus,nucleoplasm,centrosome,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,extracellular exosome","lipopolysaccharide binding,threonine-type endopeptidase activity,protein binding","immune system process,negative regulation of inflammatory response to antigenic stimulus,ubiquitin-dependent protein catabolic process"
Injured / Non-injured,A0A0G2JEK2;P63254,A0A0G2JEK2;P63254,1.784789534,1.784789534,2.54E-05,8.03E-06,16,A0A0G2JEK2;P63254,Crip1,Cysteine-rich protein 1,A0A0G2JEK2_MOUSE;CRIP1_MOUSE,3,244.5681932,3.445681932,Injured,Non-injured,;cytoplasm,";AT DNA binding,zinc ion binding,DNA binding, bending,peptide binding",";intrinsic apoptotic signaling pathway in response to DNA damage,response to zinc ion,cellular response to antibiotic,cellular response to UV-B"
Injured / Non-injured,G5E8T9;Q99KB8,G5E8T9;Q99KB8,-1.023877901,1.023877901,2.55E-05,8.04E-06,16,G5E8T9;Q99KB8,Hagh,"Hydroxyacyl glutathione hydrolase;Hydroxyacylglutathione hydrolase, mitochondrial",G5E8T9_MOUSE;GLO2_MOUSE,9,-50.82073432,0.491792657,Injured,Non-injured,";cytoplasm,mitochondrion,mitochondrial matrix,extracellular exosome",";hydroxyacylglutathione hydrolase activity,metal ion binding",";glutathione biosynthetic process,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"
Injured / Non-injured,Q921M3;Q921M3-2,Q921M3;Q921M3-2,2.027173679,2.027173679,2.55E-05,8.04E-06,16,Q921M3;Q921M3-2,Sf3b3,Splicing factor 3B subunit 3;Isoform 2 of Splicing factor 3B subunit 3,SF3B3_MOUSE,15,307.6055453,4.076055453,Injured,Non-injured,"nucleus,U12-type spliceosomal complex,nucleolus,catalytic step 2 spliceosome;","RNA binding,protein complex binding;","mRNA splicing, via spliceosome,negative regulation of protein catabolic process;"
Injured / Non-injured,Q3U0V1,Q3U0V1,1.206841392,1.206841392,2.59E-05,8.16E-06,16,Q3U0V1,Khsrp,Far upstream element-binding protein 2,FUBP2_MOUSE,14,130.8317047,2.308317047,Injured,Non-injured,"nucleoplasm,cytosol,cytoplasmic stress granule,membrane","DNA binding,RNA binding,mRNA binding,mRNA 3'-UTR AU-rich region binding","transcription, DNA-templated,regulation of transcription, DNA-templated,mRNA processing,mRNA catabolic process,RNA splicing,miRNA metabolic process,regulation of mRNA stability,negative regulation of nitric oxide biosynthetic process,mRNA transport,positive regulation of mRNA catabolic process,3'-UTR-mediated mRNA destabilization,cellular response to cytokine stimulus,regulation of miRNA metabolic process"
Injured / Non-injured,O35405,O35405,2.310006678,2.310006678,2.63E-05,8.29E-06,16,O35405,Pld3,Phospholipase D3,PLD3_MOUSE,3,395.8853752,4.958853752,Injured,Non-injured,"endoplasmic reticulum membrane,integral component of membrane,extracellular exosome","phospholipase D activity,N-acylphosphatidylethanolamine-specific phospholipase D activity","phosphatidylglycerol biosynthetic process,lipid catabolic process"
Injured / Non-injured,Q921H9,Q921H9,-0.712661027,0.712661027,2.64E-05,8.29E-06,16,Q921H9,Coa7,Cytochrome c oxidase assembly factor 7,COA7_MOUSE,5,-38.98063918,0.610193608,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial intermembrane space",molecular_function,biological_process
Injured / Non-injured,Q9D7P6,Q9D7P6,-0.990537801,0.990537801,2.64E-05,8.29E-06,16,Q9D7P6,Iscu,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",ISCU_MOUSE,5,-49.67098742,0.503290126,Injured,Non-injured,"cytoplasm,mitochondrion,mitochondrial matrix,cytosol","ferrous iron binding,protein complex scaffold,iron-sulfur transferase activity,2 iron, 2 sulfur cluster binding,4 iron, 4 sulfur cluster binding","cellular iron ion homeostasis,iron-sulfur cluster assembly,protein maturation by iron-sulfur cluster transfer"
Injured / Non-injured,P63087;P63087-2,P63087;P63087-2,0.888258381,0.888258381,2.65E-05,8.30E-06,16,P63087;P63087-2,Ppp1cc,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Isoform Gamma-2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PP1G_MOUSE,4,85.09403221,1.850940322,Injured,Non-injured,"condensed chromosome kinetochore,nuclear chromosome, telomeric region,nucleolus,mitochondrion,mitochondrial outer membrane,focal adhesion,nuclear speck,midbody,cleavage furrow,dendritic spine,PTW/PP1 phosphatase complex;","RNA binding,protein serine/threonine phosphatase activity,protein binding,lamin binding,protein C-terminus binding,protein phosphatase 1 binding,phosphatase activity,protein kinase binding,protein domain specific binding,protein complex binding,metal ion binding,protein N-terminus binding;","glycogen metabolic process,protein dephosphorylation,cell cycle,neuron differentiation,circadian regulation of gene expression,regulation of circadian rhythm,entrainment of circadian clock by photoperiod,regulation of nucleocytoplasmic transport,cell division;"
Injured / Non-injured,Q921K2,Q921K2,1.317367935,1.317367935,2.65E-05,8.30E-06,16,Q921K2,Parp1,Poly [ADP-ribose] polymerase,Q921K2_MOUSE,11,149.211032,2.49211032,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J0B6;Q7TMS5;S4R2E1,A0A0R4J0B6;Q7TMS5;S4R2E1,-0.811964834,0.811964834,2.65E-05,8.30E-06,16,A0A0R4J0B6;Q7TMS5;S4R2E1,Abcg2,ATP-binding cassette sub-family G member 2,A0A0R4J0B6_MOUSE;ABCG2_MOUSE;S4R2E1_MOUSE,11,-43.03944272,0.569605573,Injured,Non-injured,";nucleus,plasma membrane,integral component of membrane,apical plasma membrane,mitochondrial membrane,receptor complex;",";ATP binding,xenobiotic-transporting ATPase activity,ATPase activity, coupled to transmembrane movement of substances,protein homodimerization activity,cholesterol transporter activity;",";drug transmembrane transport,cholesterol efflux,xenobiotic transport,urate metabolic process;"
Injured / Non-injured,Q3TML0,Q3TML0,1.061110338,1.061110338,2.68E-05,8.39E-06,16,Q3TML0,Pdia6,Protein disulfide-isomerase A6,Q3TML0_MOUSE,15,108.653676,2.08653676,Injured,Non-injured,,,
Injured / Non-injured,Q8JZU2,Q8JZU2,-0.352168063,0.352168063,2.71E-05,8.45E-06,16,Q8JZU2,Slc25a1,"Tricarboxylate transport protein, mitochondrial",TXTP_MOUSE,10,-21.65940794,0.783405921,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane,extracellular exosome",citrate transmembrane transporter activity,"mitochondrial transport,mitochondrial citrate transport,transmembrane transport"
Injured / Non-injured,Q6ZQ38,Q6ZQ38,0.608551489,0.608551489,2.71E-05,8.47E-06,16,Q6ZQ38,Cand1,Cullin-associated NEDD8-dissociated protein 1,CAND1_MOUSE,39,52.47275661,1.524727566,Injured,Non-injured,"ubiquitin ligase complex,nucleus,nucleoplasm,cytoplasm,Golgi apparatus,cytosol,membrane,cullin-RING ubiquitin ligase complex,extracellular exosome","protein binding,TBP-class protein binding","SCF complex assembly,protein ubiquitination,cell differentiation,negative regulation of catalytic activity,positive regulation of transcription, DNA-templated,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly"
Injured / Non-injured,P50580,P50580,0.936734902,0.936734902,2.77E-05,8.62E-06,16,P50580,Pa2g4,Proliferation-associated protein 2G4,PA2G4_MOUSE,20,91.41911476,1.914191148,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,membrane,intracellular ribonucleoprotein complex,extracellular exosome","DNA binding,transcription factor activity, sequence-specific DNA binding,RNA binding,ubiquitin protein ligase binding","transcription, DNA-templated,rRNA processing,regulation of translation,negative regulation of apoptotic process,positive regulation of cell differentiation,negative regulation of transcription, DNA-templated"
Injured / Non-injured,D3YXK2;S4R1M2,D3YXK2;S4R1M2,1.23466178,1.23466178,2.80E-05,8.70E-06,16,D3YXK2;S4R1M2,Safb,Scaffold attachment factor B1,SAFB1_MOUSE;S4R1M2_MOUSE,6,135.326172,2.35326172,Injured,Non-injured,"nucleus,nucleoplasm;","core promoter binding,chromatin binding,double-stranded DNA binding,RNA binding,protein binding,sequence-specific DNA binding;","transcription, DNA-templated,intracellular estrogen receptor signaling pathway,growth,hormone metabolic process,positive regulation of transcription from RNA polymerase II promoter,regulation of mRNA processing;"
Injured / Non-injured,Q9QYS9;Q9QYS9-2;Q9QYS9-3;Q9QYS9-4;Q9QYS9-6;Q9QYS9-7;Q9QYS9-8,Q9QYS9;Q9QYS9-2;Q9QYS9-3;Q9QYS9-4;Q9QYS9-6;Q9QYS9-7;Q9QYS9-8,1.115287999,1.115287999,2.80E-05,8.70E-06,16,Q9QYS9;Q9QYS9-2;Q9QYS9-3;Q9QYS9-4;Q9QYS9-6;Q9QYS9-7;Q9QYS9-8,Qki,Protein quaking;Isoform 2 of Protein quaking;Isoform 3 of Protein quaking;Isoform 4 of Protein quaking;Isoform 6 of Protein quaking;Isoform 7 of Protein quaking;Isoform 8 of Protein quaking,QKI_MOUSE,4,116.6382513,2.166382513,Injured,Non-injured,"nucleus,cytoplasm;;;;;;","RNA binding,mRNA binding,SH3 domain binding;;;;;;","vasculogenesis,mRNA processing,spermatid development,axon ensheathment,RNA splicing,positive regulation of gene expression,myelination,muscle cell differentiation,long-chain fatty acid biosynthetic process,mRNA transport,3'-UTR-mediated mRNA destabilization;;;;;;"
Injured / Non-injured,Q8BXZ1,Q8BXZ1,0.522157416,0.522157416,2.81E-05,8.74E-06,16,Q8BXZ1,Tmx3,Protein disulfide-isomerase TMX3,TMX3_MOUSE,4,43.61011982,1.436101198,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum membrane,cell surface,integral component of membrane","protein disulfide isomerase activity,thiol oxidase activity","protein folding,peptidyl-cysteine oxidation,response to endoplasmic reticulum stress,cell redox homeostasis"
Injured / Non-injured,A0A0G2JEA5;Q920E5,A0A0G2JEA5;Q920E5,0.253688081,0.253688081,2.81E-05,8.74E-06,16,A0A0G2JEA5;Q920E5,Gm43738;Fdps,Protein Gm43738;Farnesyl pyrophosphate synthase,A0A0G2JEA5_MOUSE;FPPS_MOUSE,3,19.22510731,1.192251073,Injured,Non-injured,";nucleoplasm,mitochondrion,cytosol",";RNA binding,dimethylallyltranstransferase activity,geranyltranstransferase activity,metal ion binding","isoprenoid biosynthetic process;cholesterol biosynthetic process,geranyl diphosphate biosynthetic process,farnesyl diphosphate biosynthetic process"
Injured / Non-injured,G5E814,G5E814,-1.092910297,1.092910297,2.82E-05,8.74E-06,16,G5E814,Ndufa11,MCG5603,G5E814_MOUSE,9,-53.11853032,0.468814697,Injured,Non-injured,,,
